image_path,class_name,width,height,mode,label,true_label,pred_label,pred_proba,is_error,area,area_bucket,confidence,confidence_bucket
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C128P89ThinF_IMG_20151004_131231_cell_159.png,Parasitized,124,142,RGB,1,1,1,0.9969951,False,17608,Q3,0.9969951,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C39P4thinF_original_IMG_20150622_110115_cell_60.png,Uninfected,133,148,RGB,0,0,0,0.2338374,False,19684,Q3,0.76616263,0.7-0.8
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C207ThinF_IMG_20151029_144152_cell_155.png,Uninfected,100,106,RGB,0,0,0,0.0032028854,False,10600,Q1 (smallest),0.9967971,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C145P106ThinF_IMG_20151016_154756_cell_116.png,Parasitized,121,130,RGB,1,1,1,0.9709551,False,15730,Q2,0.9709551,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C59P20thinF_IMG_20150803_113809_cell_33.png,Parasitized,130,133,RGB,1,1,1,0.9957443,False,17290,Q2,0.9957443,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C162P123ThinF_IMG_20151116_105019_cell_146.png,Parasitized,112,124,RGB,1,1,1,0.9997241,False,13888,Q1 (smallest),0.9997241,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C228ThinF_IMG_20151112_142730_cell_104.png,Uninfected,142,136,RGB,0,0,0,0.00040425058,False,19312,Q3,0.99959576,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C110P71ThinF_IMG_20150930_110404_cell_18.png,Uninfected,115,136,RGB,0,0,0,0.0013159773,False,15640,Q2,0.99868405,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C222ThinF_IMG_20151115_151211_cell_34.png,Uninfected,127,160,RGB,0,0,0,0.0011176426,False,20320,Q4 (largest),0.99888235,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C97P58ThinF_IMG_20150917_152032_cell_168.png,Parasitized,112,109,RGB,1,1,1,0.9744459,False,12208,Q1 (smallest),0.9744459,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C184P145ThinF_IMG_20151203_104334_cell_49.png,Parasitized,139,145,RGB,1,1,1,0.9999943,False,20155,Q3,0.9999943,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C121P82ThinF_IMG_20151002_133739_cell_35.png,Uninfected,139,133,RGB,0,0,0,0.0010093541,False,18487,Q3,0.99899065,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C91P52ThinF_IMG_20150821_125154_cell_205.png,Parasitized,190,214,RGB,1,1,1,0.883593,False,40660,Q4 (largest),0.883593,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C160P121ThinF_IMG_20151116_094338_cell_30.png,Uninfected,118,127,RGB,0,0,0,0.11399506,False,14986,Q2,0.8860049,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C6NThinF_IMG_20150609_121955_cell_125.png,Uninfected,139,124,RGB,0,0,0,0.07962835,False,17236,Q2,0.92037165,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_140900_cell_144.png,Parasitized,115,142,RGB,1,1,1,0.9980202,False,16330,Q2,0.9980202,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C241NThinF_IMG_20151207_124208_cell_128.png,Uninfected,151,151,RGB,0,0,0,0.00833905,False,22801,Q4 (largest),0.99166095,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C219ThinF_IMG_20151106_150027_cell_164.png,Uninfected,133,124,RGB,0,0,0,0.003688934,False,16492,Q2,0.99631107,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C7NthinF_IMG_20150611_105043_cell_96.png,Uninfected,139,130,RGB,0,0,0,0.029077062,False,18070,Q3,0.97092295,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C50P11thinF_IMG_20150724_115651_cell_39.png,Uninfected,115,121,RGB,0,0,0,0.010890744,False,13915,Q1 (smallest),0.9891093,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C97P58ThinF_IMG_20150917_151512_cell_177.png,Parasitized,160,148,RGB,1,1,1,0.9967109,False,23680,Q4 (largest),0.9967109,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C126P87ThinF_IMG_20151004_104441_cell_64.png,Uninfected,124,124,RGB,0,0,0,0.008236764,False,15376,Q2,0.99176323,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C54P15thinF_IMG_20150728_112938_cell_63.png,Uninfected,130,124,RGB,0,0,0,0.06977628,False,16120,Q2,0.9302237,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_110900_cell_6.png,Parasitized,130,124,RGB,1,1,1,0.9952345,False,16120,Q2,0.9952345,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C132P93ThinF_IMG_20151004_152505_cell_153.png,Parasitized,124,136,RGB,1,1,1,0.9973724,False,16864,Q2,0.9973724,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C176P137NThinF_IMG_20151201_114035_cell_115.png,Uninfected,145,145,RGB,0,0,0,0.008515557,False,21025,Q4 (largest),0.99148446,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C65P26N_ThinF_IMG_20150818_154714_cell_184.png,Parasitized,121,109,RGB,1,1,0,0.0048418883,True,13189,Q1 (smallest),0.99515814,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C55P16thinF_IMG_20150728_123237_cell_74.png,Uninfected,118,121,RGB,0,0,0,0.004328295,False,14278,Q1 (smallest),0.9956717,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C67P28N_ThinF_IMG_20150819_132441_cell_173.png,Parasitized,130,100,RGB,1,1,1,0.9785786,False,13000,Q1 (smallest),0.9785786,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C92P53ThinF_IMG_20150821_150718_cell_96.png,Uninfected,157,145,RGB,0,0,0,0.00047945944,False,22765,Q4 (largest),0.99952054,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C167P128ReThinF_IMG_20151201_105354_cell_248.png,Parasitized,148,106,RGB,1,1,1,0.96046126,False,15688,Q2,0.96046126,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C118P79ThinF_IMG_20151002_105125_cell_151.png,Parasitized,127,145,RGB,1,1,1,0.99953073,False,18415,Q3,0.99953073,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C118P79ThinF_IMG_20151002_105018_cell_136.png,Parasitized,157,142,RGB,1,1,1,0.99548316,False,22294,Q4 (largest),0.99548316,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C53P14thinF_IMG_20150726_114404_cell_99.png,Uninfected,148,115,RGB,0,0,0,0.00990084,False,17020,Q2,0.99009913,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C132P93ThinF_IMG_20151004_152642_cell_30.png,Parasitized,133,118,RGB,1,1,1,0.99800617,False,15694,Q2,0.99800617,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C118P79ThinF_IMG_20151002_110212_cell_15.png,Parasitized,148,145,RGB,1,1,1,0.9993301,False,21460,Q4 (largest),0.9993301,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C158P119ThinF_IMG_20151115_181558_cell_144.png,Uninfected,112,103,RGB,0,0,1,0.50555944,True,11536,Q1 (smallest),0.50555944,0.5-0.6
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141520_cell_137.png,Parasitized,148,151,RGB,1,1,1,0.98017615,False,22348,Q4 (largest),0.98017615,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C186P147NThinF_IMG_20151203_150557_cell_172.png,Parasitized,175,133,RGB,1,1,1,0.99948967,False,23275,Q4 (largest),0.99948967,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C184P145ThinF_IMG_20151203_104153_cell_165.png,Parasitized,139,139,RGB,1,1,1,0.99908674,False,19321,Q3,0.99908674,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C182P143NThinF_IMG_20151201_172216_cell_171.png,Parasitized,130,112,RGB,1,1,1,0.9828621,False,14560,Q1 (smallest),0.9828621,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C68P29N_ThinF_IMG_20150819_133447_cell_159.png,Parasitized,142,145,RGB,1,1,1,0.9999974,False,20590,Q4 (largest),0.9999974,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C97P58ThinF_IMG_20150917_152437_cell_7.png,Parasitized,115,157,RGB,1,1,1,0.9988232,False,18055,Q3,0.9988232,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C97P58ThinF_IMG_20150917_151437_cell_166.png,Parasitized,133,133,RGB,1,1,1,0.9995486,False,17689,Q3,0.9995486,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C182P143NThinF_IMG_20151201_172257_cell_146.png,Parasitized,130,118,RGB,1,1,1,0.9697722,False,15340,Q2,0.9697722,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C116P77ThinF_IMG_20150930_172112_cell_51.png,Uninfected,127,115,RGB,0,0,0,0.3298477,False,14605,Q1 (smallest),0.6701523,0.6-0.7
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C137P98ThinF_IMG_20151005_160256_cell_32.png,Uninfected,106,100,RGB,0,0,0,0.0069100494,False,10600,Q1 (smallest),0.99309,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C128P89ThinF_IMG_20151004_130810_cell_159.png,Parasitized,145,133,RGB,1,1,1,0.9874844,False,19285,Q3,0.9874844,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C150P111ThinF_IMG_20151115_115805_cell_163.png,Uninfected,130,133,RGB,0,0,0,0.081895865,False,17290,Q2,0.9181041,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C127P88ThinF_IMG_20151004_111436_cell_19.png,Uninfected,127,139,RGB,0,0,0,0.002004202,False,17653,Q3,0.9979958,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C115P76ThinF_IMG_20150930_162038_cell_206.png,Parasitized,127,127,RGB,1,1,0,0.04156543,True,16129,Q2,0.9584346,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_112119_cell_18.png,Parasitized,172,112,RGB,1,1,1,0.96954745,False,19264,Q3,0.96954745,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C46P7ThinF_IMG_20151130_210815_cell_8.png,Parasitized,106,130,RGB,1,1,0,0.04167348,True,13780,Q1 (smallest),0.9583265,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C232ThinF_IMG_20151112_154251_cell_3.png,Uninfected,127,124,RGB,0,0,0,0.00048361463,False,15748,Q2,0.99951637,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C101P62ThinF_IMG_20150923_170110_cell_6.png,Parasitized,154,136,RGB,1,1,1,0.99710923,False,20944,Q4 (largest),0.99710923,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C42P5thin_original_IMG_20150623_134426_cell_152.png,Uninfected,169,151,RGB,0,0,0,0.0068291146,False,25519,Q4 (largest),0.99317086,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_114122_cell_8.png,Parasitized,151,154,RGB,1,1,1,0.92086643,False,23254,Q4 (largest),0.92086643,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C48P9thinF_IMG_20150721_163810_cell_7.png,Parasitized,142,142,RGB,1,1,1,0.99324846,False,20164,Q4 (largest),0.99324846,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C130P91ThinF_IMG_20151004_135449_cell_134.png,Parasitized,184,139,RGB,1,1,1,0.99326324,False,25576,Q4 (largest),0.99326324,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C65P26N_ThinF_IMG_20150818_154436_cell_38.png,Uninfected,124,130,RGB,0,0,0,0.0014467286,False,16120,Q2,0.9985533,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C123P84ThinF_IMG_20151002_151432_cell_173.png,Parasitized,133,154,RGB,1,1,1,0.9430606,False,20482,Q4 (largest),0.9430606,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_111206_cell_110.png,Parasitized,112,118,RGB,1,1,1,0.9993506,False,13216,Q1 (smallest),0.9993506,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C99P60ThinF_IMG_20150918_141001_cell_89.png,Uninfected,124,130,RGB,0,0,0,0.027241377,False,16120,Q2,0.97275865,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C177P138NThinF_IMG_20151201_141604_cell_52.png,Uninfected,103,103,RGB,0,0,0,0.008075948,False,10609,Q1 (smallest),0.99192405,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C81P42ThinF_IMG_20150817_115942_cell_160.png,Uninfected,160,157,RGB,0,0,0,0.0049095205,False,25120,Q4 (largest),0.9950905,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C133P94ThinF_IMG_20151004_154512_cell_4.png,Uninfected,127,130,RGB,0,0,0,0.01375786,False,16510,Q2,0.9862421,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_111206_cell_112.png,Parasitized,88,115,RGB,1,1,1,0.99995995,False,10120,Q1 (smallest),0.99995995,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C82P43ThinF_IMG_20150817_124728_cell_18.png,Parasitized,130,121,RGB,1,1,1,0.99969727,False,15730,Q2,0.99969727,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C46P7ThinF_IMG_20151130_205558_cell_154.png,Parasitized,109,97,RGB,1,1,1,0.94792646,False,10573,Q1 (smallest),0.94792646,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C42P5thin_original_IMG_20150623_134919_cell_183.png,Uninfected,169,148,RGB,0,0,0,0.005854869,False,25012,Q4 (largest),0.99414515,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C187P148NThinF_IMG_20151203_153410_cell_114.png,Uninfected,121,115,RGB,0,0,0,0.029895859,False,13915,Q1 (smallest),0.97010416,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_141620_cell_23.png,Parasitized,124,82,RGB,1,1,1,0.98997635,False,10168,Q1 (smallest),0.98997635,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C118P79ThinF_IMG_20151002_105827_cell_146.png,Parasitized,157,139,RGB,1,1,1,0.9986609,False,21823,Q4 (largest),0.9986609,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C240ThinF_IMG_20151127_115306_cell_110.png,Uninfected,109,112,RGB,0,0,0,0.011537391,False,12208,Q1 (smallest),0.9884626,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C182P143NThinF_IMG_20151201_172842_cell_49.png,Parasitized,133,121,RGB,1,1,1,0.99749917,False,16093,Q2,0.99749917,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C217ThinF_IMG_20151106_141135_cell_70.png,Uninfected,139,139,RGB,0,0,0,0.015007183,False,19321,Q3,0.9849928,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C175P136NThinF_IMG_20151127_142326_cell_228.png,Parasitized,139,148,RGB,1,1,1,0.9949933,False,20572,Q4 (largest),0.9949933,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C99P60ThinF_IMG_20150918_142128_cell_111.png,Parasitized,154,163,RGB,1,1,1,0.9990196,False,25102,Q4 (largest),0.9990196,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C91P52ThinF_IMG_20150821_124937_cell_196.png,Parasitized,130,133,RGB,1,1,1,0.8242595,False,17290,Q2,0.8242595,0.8-0.9
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C119P80ThinF_IMG_20151002_124425_cell_141.png,Parasitized,145,148,RGB,1,1,1,0.9835456,False,21460,Q4 (largest),0.9835456,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C209ThinF_IMG_20151029_160803_cell_90.png,Uninfected,133,127,RGB,0,0,0,0.0013865789,False,16891,Q2,0.9986134,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C116P77ThinF_IMG_20150930_172112_cell_95.png,Parasitized,91,139,RGB,1,1,0,0.49462754,True,12649,Q1 (smallest),0.50537246,0.5-0.6
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C129P90ThinF_IMG_20151004_134636_cell_8.png,Parasitized,127,157,RGB,1,1,1,0.9578501,False,19939,Q3,0.9578501,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C176P137NThinF_IMG_20151201_121303_cell_30.png,Uninfected,115,103,RGB,0,0,0,0.011176066,False,11845,Q1 (smallest),0.98882395,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C2NThinF_IMG_20150604_114815_cell_217.png,Uninfected,142,130,RGB,0,0,0,0.0037691272,False,18460,Q3,0.9962309,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C39P4thinF_original_IMG_20150622_114609_cell_3.png,Parasitized,106,106,RGB,1,1,1,0.9496231,False,11236,Q1 (smallest),0.9496231,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C146P107ThinF_IMG_20151018_140342_cell_253.png,Parasitized,112,151,RGB,1,1,0,0.014742397,True,16912,Q2,0.9852576,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C59P20thinF_IMG_20150803_113051_cell_50.png,Uninfected,127,133,RGB,0,0,0,0.0073933466,False,16891,Q2,0.99260664,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C48P9thinF_IMG_20150721_161055_cell_168.png,Parasitized,154,160,RGB,1,1,1,0.9856933,False,24640,Q4 (largest),0.9856933,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C234ThinF_IMG_20151112_162940_cell_44.png,Uninfected,127,145,RGB,0,0,0,0.0011405678,False,18415,Q3,0.9988594,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C80P41ThinF_IMG_20150817_110957_cell_34.png,Uninfected,118,109,RGB,0,0,0,0.2022724,False,12862,Q1 (smallest),0.7977276,0.7-0.8
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C226ThinF_IMG_20151112_131622_cell_209.png,Uninfected,139,130,RGB,0,0,0,0.042629536,False,18070,Q3,0.95737046,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C224ThinF_IMG_20151112_112735_cell_10.png,Uninfected,142,112,RGB,0,0,0,0.009529792,False,15904,Q2,0.99047023,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C102P63ThinF_IMG_20150918_162155_cell_88.png,Uninfected,142,151,RGB,0,0,1,0.72416234,True,21442,Q4 (largest),0.72416234,0.7-0.8
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C50P11thinF_IMG_20150724_115651_cell_188.png,Parasitized,136,127,RGB,1,1,0,0.00924395,True,17272,Q2,0.99075603,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C184P145ThinF_IMG_20151203_104153_cell_143.png,Parasitized,133,136,RGB,1,1,1,0.9947384,False,18088,Q3,0.9947384,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C158P119ThinF_IMG_20151115_181558_cell_113.png,Uninfected,133,121,RGB,0,0,0,0.016172465,False,16093,Q2,0.98382753,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C145P106ThinF_IMG_20151016_155051_cell_135.png,Uninfected,127,121,RGB,0,0,0,0.00092968036,False,15367,Q2,0.99907035,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C106P67ThinF_IMG_20150924_103811_cell_15.png,Uninfected,127,124,RGB,0,0,0,0.0034176493,False,15748,Q2,0.9965823,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C159P120ThinF_IMG_20151115_190002_cell_98.png,Uninfected,133,115,RGB,0,0,0,0.008586212,False,15295,Q2,0.9914138,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C52P13thinF_IMG_20150725_125213_cell_21.png,Uninfected,166,133,RGB,0,0,0,0.0042482344,False,22078,Q4 (largest),0.99575174,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Uninfected/C33P1thinF_IMG_20150619_115740a_cell_120.png,Uninfected,136,136,RGB,0,0,0,0.0061089355,False,18496,Q3,0.99389106,0.9-1.0
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C116P77ThinF_IMG_20150930_171809_cell_76.png,Parasitized,130,118,RGB,1,1,1,0.50037277,False,15340,Q2,0.50037277,0.5-0.6
/kaggle/input/cell-images-for-detecting-malaria/cell_images/Parasitized/C145P106ThinF_IMG_20151016_154921_cell_146.png,Parasitized,127,130,RGB,1,1,1,0.999674,False,16510,Q2,0.999674,0.9-1.0
